Date,Strain,Genera,Beaker,HeatTrt,Comeup Time,MediaType,IncubationTime,Countcfu,Startingconc
4/2/24,1,Brachybacterium,,A,3:17,SPC,24,0,2665000
4/2/24,1,Brachybacterium,,A,3:17,SPC,48,1940000,2665000
4/2/24,1,Brachybacterium,,A,3:17,SPC,72,2670000,2665000
4/2/24,1,Brachybacterium,,A,3:17,PF,24,0,2665000
4/2/24,1,Brachybacterium,,A,3:17,PF,48,34500,2665000
4/2/24,1,Brachybacterium,,A,3:17,PF,72,460000,2665000
4/2/24,1,Brachybacterium,,B,3:01,SPC,24,0,2665000
4/2/24,1,Brachybacterium,,B,3:01,SPC,48,1670000,2665000
4/2/24,1,Brachybacterium,,B,3:01,SPC,72,1950000,2665000
4/2/24,1,Brachybacterium,,B,3:01,PF,24,0,2665000
4/2/24,1,Brachybacterium,,B,3:01,PF,48,56000,2665000
4/2/24,1,Brachybacterium,,B,3:01,PF,72,340000,2665000
4/2/24,1,Brachybacterium,,C,2:41,SPC,24,0,2665000
4/2/24,1,Brachybacterium,,C,2:41,SPC,48,11400,2665000
4/2/24,1,Brachybacterium,,C,2:41,SPC,72,38000,2665000
4/2/24,1,Brachybacterium,,C,2:41,PF,24,0,2665000
4/2/24,1,Brachybacterium,,C,2:41,PF,48,3200,2665000
4/2/24,1,Brachybacterium,,C,2:41,PF,72,5100,2665000
4/2/24,1,Brachybacterium,,D,2:59,SPC,24,0,2665000
4/2/24,1,Brachybacterium,,D,2:59,SPC,48,1920,2665000
4/2/24,1,Brachybacterium,,D,2:59,SPC,72,3310,2665000
4/2/24,1,Brachybacterium,,D,2:59,PF,24,0,2665000
4/2/24,1,Brachybacterium,,D,2:59,PF,48,1970,2665000
4/2/24,1,Brachybacterium,,D,2:59,PF,72,2895,2665000
4/2/24,2,Brachybacterium,,A,3:17,SPC,24,64,63500
4/2/24,2,Brachybacterium,,A,3:17,SPC,48,31100,63500
4/2/24,2,Brachybacterium,,A,3:17,SPC,72,57500,63500
4/2/24,2,Brachybacterium,,A,3:17,PF,24,16,63500
4/2/24,2,Brachybacterium,,A,3:17,PF,48,15650,63500
4/2/24,2,Brachybacterium,,A,3:17,PF,72,26750,63500
4/2/24,2,Brachybacterium,,B,3:01,SPC,24,33.5,63500
4/2/24,2,Brachybacterium,,B,3:01,SPC,48,38500,63500
4/2/24,2,Brachybacterium,,B,3:01,SPC,72,45000,63500
4/2/24,2,Brachybacterium,,B,3:01,PF,24,16,63500
4/2/24,2,Brachybacterium,,B,3:01,PF,48,24550,63500
4/2/24,2,Brachybacterium,,B,3:01,PF,72,56500,63500
4/2/24,2,Brachybacterium,,C,2:41,SPC,24,20,63500
4/2/24,2,Brachybacterium,,C,2:41,SPC,48,25400,63500
4/2/24,2,Brachybacterium,,C,2:41,SPC,72,42500,63500
4/2/24,2,Brachybacterium,,C,2:41,PF,24,19,63500
4/2/24,2,Brachybacterium,,C,2:41,PF,48,4900,63500
4/2/24,2,Brachybacterium,,C,2:41,PF,72,19050,63500
4/2/24,2,Brachybacterium,,D,2:59,SPC,24,7,63500
4/2/24,2,Brachybacterium,,D,2:59,SPC,48,1680,63500
4/2/24,2,Brachybacterium,,D,2:59,SPC,72,3650,63500
4/2/24,2,Brachybacterium,,D,2:59,PF,24,1,63500
4/2/24,2,Brachybacterium,,D,2:59,PF,48,85,63500
4/2/24,2,Brachybacterium,,D,2:59,PF,72,1875,63500
3/5/24,3,Brachybacterium,,A,2:49,SPC,24,33,315500
3/5/24,3,Brachybacterium,,A,2:49,SPC,48,6850,315500
3/5/24,3,Brachybacterium,,A,2:49,SPC,72,11800,315500
3/5/24,3,Brachybacterium,,A,2:49,PF,24,5,315500
3/5/24,3,Brachybacterium,,A,2:49,PF,48,1095,315500
3/5/24,3,Brachybacterium,,A,2:49,PF,72,14000,315500
3/5/24,3,Brachybacterium,,B,2:56,SPC,24,80,315500
3/5/24,3,Brachybacterium,,B,2:56,SPC,48,27000,315500
3/5/24,3,Brachybacterium,,B,2:56,SPC,72,107000,315500
3/5/24,3,Brachybacterium,,B,2:56,PF,24,75,315500
3/5/24,3,Brachybacterium,,B,2:56,PF,48,100000,315500
3/5/24,3,Brachybacterium,,B,2:56,PF,72,360000,315500
3/5/24,3,Brachybacterium,,C,4:00,SPC,24,39,315500
3/5/24,3,Brachybacterium,,C,4:00,SPC,48,84500,315500
3/5/24,3,Brachybacterium,,C,4:00,SPC,72,126000,315500
3/5/24,3,Brachybacterium,,C,4:00,PF,24,50,315500
3/5/24,3,Brachybacterium,,C,4:00,PF,48,18850,315500
3/5/24,3,Brachybacterium,,C,4:00,PF,72,83000,315500
3/5/24,3,Brachybacterium,,D,4:00,SPC,24,8,315500
3/5/24,3,Brachybacterium,,D,4:00,SPC,48,1410,315500
3/5/24,3,Brachybacterium,,D,4:00,SPC,72,7700,315500
3/5/24,3,Brachybacterium,,D,4:00,PF,24,10,315500
3/5/24,3,Brachybacterium,,D,4:00,PF,48,10250,315500
3/5/24,3,Brachybacterium,,D,4:00,PF,72,83000,315500
11/20/23,4,Brachybacterium,,A,NA,SPC,24,0,1330000
11/20/23,4,Brachybacterium,,A,NA,SPC,48,3,1330000
11/20/23,4,Brachybacterium,,A,NA,SPC,72,23,1330000
11/20/23,4,Brachybacterium,,A,NA,PF,24,0,1330000
11/20/23,4,Brachybacterium,,A,NA,PF,48,0.5,1330000
11/20/23,4,Brachybacterium,,A,NA,PF,72,0.5,1330000
11/20/23,4,Brachybacterium,,B,NA,SPC,24,0,1330000
11/20/23,4,Brachybacterium,,B,NA,SPC,48,0,1330000
11/20/23,4,Brachybacterium,,B,NA,SPC,72,17,1330000
11/20/23,4,Brachybacterium,,B,NA,PF,24,1,1330000
11/20/23,4,Brachybacterium,,B,NA,PF,48,1,1330000
11/20/23,4,Brachybacterium,,B,NA,PF,72,2,1330000
11/20/23,4,Brachybacterium,,C,NA,SPC,24,0,1330000
11/20/23,4,Brachybacterium,,C,NA,SPC,48,0,1330000
11/20/23,4,Brachybacterium,,C,NA,SPC,72,35,1330000
11/20/23,4,Brachybacterium,,C,NA,PF,24,0.5,1330000
11/20/23,4,Brachybacterium,,C,NA,PF,48,0.5,1330000
11/20/23,4,Brachybacterium,,C,NA,PF,72,30,1330000
11/20/23,4,Brachybacterium,,D,NA,SPC,24,0,1330000
11/20/23,4,Brachybacterium,,D,NA,SPC,48,0,1330000
11/20/23,4,Brachybacterium,,D,NA,SPC,72,5,1330000
11/20/23,4,Brachybacterium,,D,NA,PF,24,0,1330000
11/20/23,4,Brachybacterium,,D,NA,PF,48,0,1330000
11/20/23,4,Brachybacterium,,D,NA,PF,72,0,1330000
2/27/24,5,Brachybacterium,,A,2:14,SPC,24,249,1340000
2/27/24,5,Brachybacterium,,A,2:14,SPC,48,52500,1340000
2/27/24,5,Brachybacterium,,A,2:14,SPC,72,58500,1340000
2/27/24,5,Brachybacterium,,A,2:14,PF,24,110,1340000
2/27/24,5,Brachybacterium,,A,2:14,PF,48,15500,1340000
2/27/24,5,Brachybacterium,,A,2:14,PF,72,51500,1340000
3/1/24,5,Brachybacterium,,B,3:23,SPC,24,48.5,2650000
3/1/24,5,Brachybacterium,,B,3:23,SPC,48,21300,2650000
3/1/24,5,Brachybacterium,,B,3:23,SPC,72,49000,2650000
3/1/24,5,Brachybacterium,,B,3:23,PF,24,250,2650000
3/1/24,5,Brachybacterium,,B,3:23,PF,48,5550,2650000
3/1/24,5,Brachybacterium,,B,3:23,PF,72,26750,2650000
2/27/24,5,Brachybacterium,,C,3:00,SPC,24,79.5,1340000
2/27/24,5,Brachybacterium,,C,3:00,SPC,48,2380,1340000
2/27/24,5,Brachybacterium,,C,3:00,SPC,72,5650,1340000
2/27/24,5,Brachybacterium,,C,3:00,PF,24,0,1340000
2/27/24,5,Brachybacterium,,C,3:00,PF,48,120,1340000
2/27/24,5,Brachybacterium,,C,3:00,PF,72,1205,1340000
2/27/24,5,Brachybacterium,,D,3:00,SPC,24,118,1340000
2/27/24,5,Brachybacterium,,D,3:00,SPC,48,2000,1340000
2/27/24,5,Brachybacterium,,D,3:00,SPC,72,4950,1340000
2/27/24,5,Brachybacterium,,D,3:00,PF,24,7,1340000
2/27/24,5,Brachybacterium,,D,3:00,PF,48,770,1340000
2/27/24,5,Brachybacterium,,D,3:00,PF,72,2235,1340000
1/16/24,6,Corynebacterium,,A,2:41,SPC,24,0,11050000
1/16/24,6,Corynebacterium,,A,2:41,SPC,48,0,11050000
1/16/24,6,Corynebacterium,,A,2:41,SPC,72,0,11050000
1/16/24,6,Corynebacterium,,A,2:41,PF,24,0,11050000
1/16/24,6,Corynebacterium,,A,2:41,PF,48,0,11050000
1/16/24,6,Corynebacterium,,A,2:41,PF,72,0,11050000
1/16/24,6,Corynebacterium,,B,6:00,SPC,24,0,11050000
1/16/24,6,Corynebacterium,,B,6:00,SPC,48,0.5,11050000
1/16/24,6,Corynebacterium,,B,6:00,SPC,72,0.5,11050000
1/16/24,6,Corynebacterium,,B,6:00,PF,24,0,11050000
1/16/24,6,Corynebacterium,,B,6:00,PF,48,0,11050000
1/16/24,6,Corynebacterium,,B,6:00,PF,72,0,11050000
1/16/24,6,Corynebacterium,,C,3:24,SPC,24,0,11050000
1/16/24,6,Corynebacterium,,C,3:24,SPC,48,0,11050000
1/16/24,6,Corynebacterium,,C,3:24,SPC,72,0,11050000
1/16/24,6,Corynebacterium,,C,3:24,PF,24,0,11050000
1/16/24,6,Corynebacterium,,C,3:24,PF,48,0,11050000
1/16/24,6,Corynebacterium,,C,3:24,PF,72,0,11050000
1/16/24,6,Corynebacterium,,D,2:42,SPC,24,0,11050000
1/16/24,6,Corynebacterium,,D,2:42,SPC,48,0,11050000
1/16/24,6,Corynebacterium,,D,2:42,SPC,72,0,11050000
1/16/24,6,Corynebacterium,,D,2:42,PF,24,0,11050000
1/16/24,6,Corynebacterium,,D,2:42,PF,48,0,11050000
1/16/24,6,Corynebacterium,,D,2:42,PF,72,0,11050000
3/29/24,7,Corynebacterium,,A,3:05,SPC,24,0,245500
3/29/24,7,Corynebacterium,,A,3:05,SPC,48,0,245500
3/29/24,7,Corynebacterium,,A,3:05,SPC,72,0,245500
3/29/24,7,Corynebacterium,,A,3:05,PF,24,0,245500
3/29/24,7,Corynebacterium,,A,3:05,PF,48,0,245500
3/29/24,7,Corynebacterium,,A,3:05,PF,72,0,245500
12/5/23,7,Corynebacterium,,B,2:30,SPC,24,0,3800000
12/5/23,7,Corynebacterium,,B,2:30,SPC,48,0,3800000
12/5/23,7,Corynebacterium,,B,2:30,SPC,72,0,3800000
12/5/23,7,Corynebacterium,,B,2:30,PF,24,0,3800000
12/5/23,7,Corynebacterium,,B,2:30,PF,48,0,3800000
12/5/23,7,Corynebacterium,,B,2:30,PF,72,0,3800000
12/5/23,7,Corynebacterium,,C,2:45,SPC,24,0,3800000
12/5/23,7,Corynebacterium,,C,2:45,SPC,48,0,3800000
12/5/23,7,Corynebacterium,,C,2:45,SPC,72,0,3800000
12/5/23,7,Corynebacterium,,C,2:45,PF,24,0,3800000
12/5/23,7,Corynebacterium,,C,2:45,PF,48,0,3800000
12/5/23,7,Corynebacterium,,C,2:45,PF,72,0,3800000
12/5/23,7,Corynebacterium,,D,3:38,SPC,24,0,3800000
12/5/23,7,Corynebacterium,,D,3:38,SPC,48,0,3800000
12/5/23,7,Corynebacterium,,D,3:38,SPC,72,0,3800000
12/5/23,7,Corynebacterium,,D,3:38,PF,24,0,3800000
12/5/23,7,Corynebacterium,,D,3:38,PF,48,0,3800000
12/5/23,7,Corynebacterium,,D,3:38,PF,72,0,3800000
3/22/24,8,corynebacterium,,A,3:34,SPC,24,0,3050000
3/22/24,8,corynebacterium,,A,3:34,SPC,48,0,3050000
3/22/24,8,corynebacterium,,A,3:34,SPC,72,0,3050000
3/22/24,8,corynebacterium,,A,3:34,PF,24,0,3050000
3/22/24,8,corynebacterium,,A,3:34,PF,48,0,3050000
3/22/24,8,corynebacterium,,A,3:34,PF,72,0,3050000
3/22/24,8,corynebacterium,,B,2:53,SPC,24,0,3050000
3/22/24,8,corynebacterium,,B,2:53,SPC,48,0,3050000
3/22/24,8,corynebacterium,,B,2:53,SPC,72,0,3050000
3/22/24,8,corynebacterium,,B,2:53,PF,24,0,3050000
3/22/24,8,corynebacterium,,B,2:53,PF,48,0,3050000
3/22/24,8,corynebacterium,,B,2:53,PF,72,0,3050000
3/22/24,8,corynebacterium,,C,3:25,SPC,24,0,3050000
3/22/24,8,corynebacterium,,C,3:25,SPC,48,0,3050000
3/22/24,8,corynebacterium,,C,3:25,SPC,72,0,3050000
3/22/24,8,corynebacterium,,C,3:25,PF,24,0,3050000
3/22/24,8,corynebacterium,,C,3:25,PF,48,0,3050000
3/22/24,8,corynebacterium,,C,3:25,PF,72,0,3050000
3/22/24,8,corynebacterium,,D,3:01,SPC,24,0,3050000
3/22/24,8,corynebacterium,,D,3:01,SPC,48,0,3050000
3/22/24,8,corynebacterium,,D,3:01,SPC,72,0,3050000
3/22/24,8,corynebacterium,,D,3:01,PF,24,0,3050000
3/22/24,8,corynebacterium,,D,3:01,PF,48,0,3050000
3/22/24,8,corynebacterium,,D,3:01,PF,72,0,3050000
11/30/23,9,Enterococcus,,A,NA,SPC,24,0,24050000
11/30/23,9,Enterococcus,,A,NA,SPC,48,5,24050000
11/30/23,9,Enterococcus,,A,NA,SPC,72,6,24050000
11/30/23,9,Enterococcus,,A,NA,PF,24,1.5,24050000
11/30/23,9,Enterococcus,,A,NA,PF,48,11,24050000
11/30/23,9,Enterococcus,,A,NA,PF,72,11,24050000
11/30/23,9,Enterococcus,,B,NA,SPC,24,0,24050000
11/30/23,9,Enterococcus,,B,NA,SPC,48,0,24050000
11/30/23,9,Enterococcus,,B,NA,SPC,72,0,24050000
11/30/23,9,Enterococcus,,B,NA,PF,24,0,24050000
11/30/23,9,Enterococcus,,B,NA,PF,48,2,24050000
11/30/23,9,Enterococcus,,B,NA,PF,72,2,24050000
3/29/24,9,Enterococcus,,C,NA,SPC,24,0,5650000
3/29/24,9,Enterococcus,,C,NA,SPC,48,2,5650000
3/29/24,9,Enterococcus,,C,NA,SPC,72,2.5,5650000
3/29/24,9,Enterococcus,,C,NA,PF,24,0,5650000
3/29/24,9,Enterococcus,,C,NA,PF,48,1.5,5650000
3/29/24,9,Enterococcus,,C,NA,PF,72,2,5650000
11/30/23,9,Enterococcus,,D,NA,SPC,24,0,24050000
11/30/23,9,Enterococcus,,D,NA,SPC,48,0,24050000
11/30/23,9,Enterococcus,,D,NA,SPC,72,0,24050000
11/30/23,9,Enterococcus,,D,NA,PF,24,0,24050000
11/30/23,9,Enterococcus,,D,NA,PF,48,2.5,24050000
11/30/23,9,Enterococcus,,D,NA,PF,72,2.5,24050000
1/16/24,10,Enterococcus,,A,2:41,SPC,24,118,136500000
1/16/24,10,Enterococcus,,A,2:41,SPC,48,1075,136500000
1/16/24,10,Enterococcus,,A,2:41,SPC,72,1450,136500000
1/16/24,10,Enterococcus,,A,2:41,PF,24,5,136500000
1/16/24,10,Enterococcus,,A,2:41,PF,48,54,136500000
1/16/24,10,Enterococcus,,A,2:41,PF,72,73,136500000
1/16/24,10,Enterococcus,,B,6:00,SPC,24,3300,136500000
1/16/24,10,Enterococcus,,B,6:00,SPC,48,7300,136500000
1/16/24,10,Enterococcus,,B,6:00,SPC,72,8100,136500000
1/16/24,10,Enterococcus,,B,6:00,PF,24,74,136500000
1/16/24,10,Enterococcus,,B,6:00,PF,48,303,136500000
1/16/24,10,Enterococcus,,B,6:00,PF,72,303,136500000
3/29/24,10,Enterococcus,,C,3:24,SPC,24,225,4750000
3/29/24,10,Enterococcus,,C,3:24,SPC,48,1060,4750000
3/29/24,10,Enterococcus,,C,3:24,SPC,72,1180,4750000
3/29/24,10,Enterococcus,,C,3:24,PF,24,70.5,4750000
3/29/24,10,Enterococcus,,C,3:24,PF,48,145,4750000
3/29/24,10,Enterococcus,,C,3:24,PF,72,150.5,4750000
1/16/24,10,Enterococcus,,D,2:42,SPC,24,325,136500000
1/16/24,10,Enterococcus,,D,2:42,SPC,48,400,136500000
1/16/24,10,Enterococcus,,D,2:42,SPC,72,2070,136500000
1/16/24,10,Enterococcus,,D,2:42,PF,24,315,136500000
1/16/24,10,Enterococcus,,D,2:42,PF,48,375,136500000
1/16/24,10,Enterococcus,,D,2:42,PF,72,375,136500000
3/19/24,11,Enterococcus,,A,3:41,SPC,24,0,910000
3/19/24,11,Enterococcus,,A,3:41,SPC,48,0,910000
3/19/24,11,Enterococcus,,A,3:41,SPC,72,0,910000
3/19/24,11,Enterococcus,,A,3:41,PF,24,0,910000
3/19/24,11,Enterococcus,,A,3:41,PF,48,0,910000
3/19/24,11,Enterococcus,,A,3:41,PF,72,0,910000
3/19/24,11,Enterococcus,,B,2:29,SPC,24,0,910000
3/19/24,11,Enterococcus,,B,2:29,SPC,48,0,910000
3/19/24,11,Enterococcus,,B,2:29,SPC,72,0,910000
3/19/24,11,Enterococcus,,B,2:29,PF,24,0,910000
3/19/24,11,Enterococcus,,B,2:29,PF,48,0,910000
3/19/24,11,Enterococcus,,B,2:29,PF,72,0,910000
3/19/24,11,Enterococcus,,C,3:16,SPC,24,0,910000
3/19/24,11,Enterococcus,,C,3:16,SPC,48,0,910000
3/19/24,11,Enterococcus,,C,3:16,SPC,72,0,910000
3/19/24,11,Enterococcus,,C,3:16,PF,24,0,910000
3/19/24,11,Enterococcus,,C,3:16,PF,48,0,910000
3/19/24,11,Enterococcus,,C,3:16,PF,72,0,910000
3/19/24,11,Enterococcus,,D,3:30,SPC,24,0,910000
3/19/24,11,Enterococcus,,D,3:30,SPC,48,0,910000
3/19/24,11,Enterococcus,,D,3:30,SPC,72,0,910000
3/19/24,11,Enterococcus,,D,3:30,PF,24,0,910000
3/19/24,11,Enterococcus,,D,3:30,PF,48,0,910000
3/19/24,11,Enterococcus,,D,3:30,PF,72,0,910000
3/11/24,12,Enterococcus,,A,3:23,SPC,24,0,760000
3/11/24,12,Enterococcus,,A,3:23,SPC,48,0,760000
3/11/24,12,Enterococcus,,A,3:23,SPC,72,0,760000
3/11/24,12,Enterococcus,,A,3:23,PF,24,0,760000
3/11/24,12,Enterococcus,,A,3:23,PF,48,0,760000
3/11/24,12,Enterococcus,,A,3:23,PF,72,0,760000
3/11/24,12,Enterococcus,,B,3:38,SPC,24,0,760000
3/11/24,12,Enterococcus,,B,3:38,SPC,48,0,760000
3/11/24,12,Enterococcus,,B,3:38,SPC,72,0,760000
3/11/24,12,Enterococcus,,B,3:38,PF,24,0,760000
3/11/24,12,Enterococcus,,B,3:38,PF,48,0,760000
3/11/24,12,Enterococcus,,B,3:38,PF,72,0,760000
3/11/24,12,Enterococcus,,C,2:31,SPC,24,0,760000
3/11/24,12,Enterococcus,,C,2:31,SPC,48,0,760000
3/11/24,12,Enterococcus,,C,2:31,SPC,72,0,760000
3/11/24,12,Enterococcus,,C,2:31,PF,24,0,760000
3/11/24,12,Enterococcus,,C,2:31,PF,48,0,760000
3/11/24,12,Enterococcus,,C,2:31,PF,72,0,760000
3/11/24,12,Enterococcus,,D,2:23,SPC,24,0,760000
3/11/24,12,Enterococcus,,D,2:23,SPC,48,0,760000
3/11/24,12,Enterococcus,,D,2:23,SPC,72,0,760000
3/11/24,12,Enterococcus,,D,2:23,PF,24,0,760000
3/11/24,12,Enterococcus,,D,2:23,PF,48,0,760000
3/11/24,12,Enterococcus,,D,2:23,PF,72,0,760000
3/8/24,13,Enterococcus,,A,,SPC,24,470000,1120000
3/8/24,13,Enterococcus,,A,,SPC,48,635000,1120000
3/8/24,13,Enterococcus,,A,,SPC,72,625000,1120000
3/8/24,13,Enterococcus,,A,,PF,24,660000,1120000
3/8/24,13,Enterococcus,,A,,PF,48,720000,1120000
3/8/24,13,Enterococcus,,A,,PF,72,720000,1120000
3/8/24,13,Enterococcus,,B,,SPC,24,410000,1120000
3/8/24,13,Enterococcus,,B,,SPC,48,525000,1120000
3/8/24,13,Enterococcus,,B,,SPC,72,86000,1120000
3/8/24,13,Enterococcus,,B,,PF,24,86000,1120000
3/8/24,13,Enterococcus,,B,,PF,48,126000,1120000
3/8/24,13,Enterococcus,,B,,PF,72,129000,1120000
3/8/24,13,Enterococcus,,C,,SPC,24,2240,1120000
3/8/24,13,Enterococcus,,C,,SPC,48,63500,1120000
3/8/24,13,Enterococcus,,C,,SPC,72,540000,1120000
3/8/24,13,Enterococcus,,C,,PF,24,5200,1120000
3/8/24,13,Enterococcus,,C,,PF,48,9600,1120000
3/8/24,13,Enterococcus,,C,,PF,72,9900,1120000
3/8/24,13,Enterococcus,,D,,SPC,24,39,1120000
3/8/24,13,Enterococcus,,D,,SPC,48,69,1120000
3/8/24,13,Enterococcus,,D,,SPC,72,79.5,1120000
3/8/24,13,Enterococcus,,D,,PF,24,15,1120000
3/8/24,13,Enterococcus,,D,,PF,48,44,1120000
3/8/24,13,Enterococcus,,D,,PF,72,52.5,1120000
2/27/24,15,Kocuria,,A,2:14,SPC,24,0,3170000
2/27/24,15,Kocuria,,A,2:14,SPC,48,0,3170000
2/27/24,15,Kocuria,,A,2:14,SPC,72,0,3170000
2/27/24,15,Kocuria,,A,2:14,PF,24,0,3170000
2/27/24,15,Kocuria,,A,2:14,PF,48,0,3170000
2/27/24,15,Kocuria,,A,2:14,PF,72,0,3170000
3/1/24,15,Kocuria,,B,3:23,SPC,24,0,595000
3/1/24,15,Kocuria,,B,3:23,SPC,48,0,595000
3/1/24,15,Kocuria,,B,3:23,SPC,72,0,595000
3/1/24,15,Kocuria,,B,3:23,PF,24,0,595000
3/1/24,15,Kocuria,,B,3:23,PF,48,0,595000
3/1/24,15,Kocuria,,B,3:23,PF,72,0,595000
2/27/24,15,Kocuria,,C,3:00,SPC,24,0,3170000
2/27/24,15,Kocuria,,C,3:00,SPC,48,0,3170000
2/27/24,15,Kocuria,,C,3:00,SPC,72,0,3170000
2/27/24,15,Kocuria,,C,3:00,PF,24,0,3170000
2/27/24,15,Kocuria,,C,3:00,PF,48,0,3170000
2/27/24,15,Kocuria,,C,3:00,PF,72,0,3170000
2/27/24,15,Kocuria,,D,3:00,SPC,24,0,3170000
2/27/24,15,Kocuria,,D,3:00,SPC,48,0,3170000
2/27/24,15,Kocuria,,D,3:00,SPC,72,0,3170000
2/27/24,15,Kocuria,,D,3:00,PF,24,0,3170000
2/27/24,15,Kocuria,,D,3:00,PF,48,0,3170000
2/27/24,15,Kocuria,,D,3:00,PF,72,0,3170000
3/5/24,16,Kocuria,,A,2:49,SPC,24,0,1765000
3/5/24,16,Kocuria,,A,2:49,SPC,48,179,1765000
3/5/24,16,Kocuria,,A,2:49,SPC,72,186,1765000
3/5/24,16,Kocuria,,A,2:49,PF,24,0,1765000
3/5/24,16,Kocuria,,A,2:49,PF,48,0,1765000
3/5/24,16,Kocuria,,A,2:49,PF,72,0,1765000
3/5/24,16,Kocuria,,B,2:56,SPC,24,0,1765000
3/5/24,16,Kocuria,,B,2:56,SPC,48,160,1765000
3/5/24,16,Kocuria,,B,2:56,SPC,72,19.5,1765000
3/5/24,16,Kocuria,,B,2:56,PF,24,0,1765000
3/5/24,16,Kocuria,,B,2:56,PF,48,0,1765000
3/5/24,16,Kocuria,,B,2:56,PF,72,0,1765000
3/5/24,16,Kocuria,,C,4:00,SPC,24,0,1765000
3/5/24,16,Kocuria,,C,4:00,SPC,48,73.5,1765000
3/5/24,16,Kocuria,,C,4:00,SPC,72,84.5,1765000
3/5/24,16,Kocuria,,C,4:00,PF,24,0,1765000
3/5/24,16,Kocuria,,C,4:00,PF,48,0,1765000
